,Data,Algorithm,N_cluster,min_pts,DCSI,Balance,ARI,NMI,Noise,Categorical,ARI_DB,NMI_DB
34,adult5,FairSC_normalized,8,,0.19032639492912148,0.14086274706016963,0.015503579673614161,0.037851498180071004,0.0,None,-0.00023581903586032883,0.01297637716353974
35,adult5,FairSC,8,,0.19220692667159223,0.06688295935556568,4.697775339143684e-05,0.0568483176493892,0.0,None,-0.000863782234320479,0.012232393830135316
36,adult5,Fairlet_MCF Fairlet,8,,0.0,0.9286305865208877,0.04380496285338905,0.01683871250068494,0.0,None,-0.00693442548248798,0.006391371375240297
37,adult5,Scalable,9,,0.3142376454103283,0.8015182957457561,0.016016441430314814,0.054837069137717395,0.0,None,-0.0007798731617506803,0.01604486867572284
38,adult5,FairDen,9,,0.21762243181155735,0.756331488487,0.00854046449936146,0.011857350361676311,0.002,None,0.0024875018739015493,0.021323670297925444
39,adult5,FairSC_normalized,9,,0.1965259297808998,0.05688672453436108,0.01102271701959594,0.041604028449355394,0.0,None,-0.00028318869745145404,0.01316331604554423
40,adult5,FairSC,9,,0.1996167608193166,0.08675670783211259,0.016228176253101623,0.05028239267042189,0.0,None,0.0037874197900562324,0.018733811654531776
41,adult5,Fairlet_MCF Fairlet,9,,0.0,0.9255797809686784,0.054203117793227104,0.01945269030355464,0.0,None,-0.010002079771063058,0.006220732982652396
42,adult5,Scalable,10,,0.3079459310550552,0.7881251519389318,0.011558757734134164,0.053281848646533334,0.0,None,-0.0007584449414538002,0.01613791165538084
43,adult5,FairDen,10,,0.1762996320583655,0.7527073921402866,0.008890403477658026,0.011788637866771173,0.002,None,0.0023772048409875647,0.020963186101320506
44,adult5,FairSC_normalized,10,,0.2269950346585546,0.07551257793539395,0.004102790084072261,0.05398531337063876,0.0,None,-0.0002773456329255342,0.011042951709282971
45,adult5,FairSC,10,,0.1901472772934035,0.09260870838746375,0.004232718441199929,0.04931158553267406,0.0,None,0.0016166840853304766,0.01664848920871219
46,adult5,Fairlet_MCF Fairlet,10,,0.0,0.9513685072693446,-0.002703728653713037,0.012552004175247763,0.0,None,0.0006991036336912946,0.00913120914912516
